
央卫视猫月牙,#genre#
德州经济生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzjjsh
德州图文,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dztw
陵城综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzlczh
陵城综合2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzlczh2
乐陵新闻综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzllxw
乐陵新闻综合2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzllxw2
乐陵城市生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzllcs
乐陵城市生活2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzllcs2
临邑1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzly1
临邑2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzly2
临邑2b,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzly2b
宁津综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dznjzh
宁津综合2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dznjzh2
平原综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzpyzh
平原综合2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzpyzh2
齐河综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzqhzh
庆云综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzqyzh
庆云综合2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzqyzh2
庆云生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzqysh
庆云生活2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzqysh2
武城综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzwczh
武城综合2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzwczh2
武城综艺影视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzwczy
武城综艺影视2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzwczy2
夏津综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzxjzh
夏津综合2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzxjzh2
夏津公共,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzxjgg
夏津公共2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzxjgg2
禹城综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzyczh
禹城综合2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzyczh2
禹城综艺,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzyczy
禹城综艺2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=dzyczy2
成武综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzcwzh
成武综艺,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzcwzy
曹县综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzcxzh
东明新闻综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzdmxw
定陶新闻,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzdt1
定陶综艺,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzdt2
鄄城综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzjczh
巨野新闻,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzjyxw
牡丹区新闻综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzmdxw
牡丹区综艺,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzmdzy
单县综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzsxzh
郓城新闻,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzycxw
郓城综艺,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=hzyczy
嘉祥综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jijiazh
嘉祥生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jijiash
金乡综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jijxzh
金乡生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jijxsh
梁山综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jilszh
曲阜新闻综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jiqfxw
任城新闻综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jircxw
任城影视娱乐,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jircys
泗水新闻综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jissxw
泗水文化生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jisswh
汶上综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jiwszh
汶上生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jiwssh
鱼台新闻,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jiytxw
鱼台生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jiytsh
兖州新闻,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jiyzxw
兖州生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jiyzsh
邹城综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jizczh
邹城文化生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=jizcwh
茌平综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lccpzh
茌平生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lccpsh
东昌综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcdczh
东阿综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcdezh
东阿综艺,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcdezy
高唐综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcgtzh
高唐综艺,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcgtzy
冠县综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcgxzh
临清综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lclqzh
临清经济信息,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lclqjj
莘县综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcsxzh
莘县生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcsxsh
阳谷综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcygzh
阳谷影视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lcygys
费县综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyfxzh
费县生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyfxsh
河东综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyhdzh
河东影视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyhdys
莒南综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyjnzh
莒南影视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyjnys
兰陵综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyllzh
兰陵公共,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyllgg
兰山综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lylszh
临沭综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyls1
临沭生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyls2
罗庄综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lylzzh
罗庄影视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lylzys
蒙阴综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lymy1
蒙阴2套,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lymy2
平邑综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lypyzh
平邑生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lypysh
郯城综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lytc1
郯城2套,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lytc2
沂南综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyynzh
沂南红色影视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyynys
沂水综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyys1
沂水生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=lyys2
莒县综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=rzjx1
莒县2套,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=rzjx2
岚山TV,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=rzls
五莲综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=rzwlzh
五莲文化旅游,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=rzwlwh
东平综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=tadpzh
东平民生,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=tadpms
岱岳TV,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=tady
肥城综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=tafczh
肥城生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=tafcsh
宁阳综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=tany1
宁阳2套,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=tany2
泰山TV,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=tats
新泰综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=taxtzh
新泰乡村,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=taxtxc
威海综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whxwzh
威海都市生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whdssh
威海海洋,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whhy
威海环翠综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whhczh
荣成综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whrczh
荣成生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whrcsh
乳山综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whrszh
乳山生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whrssh
文登TV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whwd1
文登TV2,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p3.php?id=whwd2
成都1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=cdxw
成都经济资讯,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=cdjj
成都3,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=cdsh
成都4,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=cdys
成都5,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=cdgg
成都6,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=cdse
成都蓉城先锋,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=cdrc
成华有线,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=chyx
崇州电视1套,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=cztv
都江堰,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=djytv
大邑综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=dyxwzh
高新电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=gxtv
锦江电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=jjtv
金牛电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=jntv
金堂电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=jttv
简阳新闻综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=jyxwzh
龙泉,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=lqzh
郫都新闻综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=pdxwzh
蒲江电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=pjtv
彭州电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=pztv
青白江电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=qbjtv
邛崃电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=qltv
青羊电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=qytv
双流综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=slzh
武侯电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=whtv
温江电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=wjtv
新都电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=xdzh
新津电视台,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p2.php?id=xjtv

📡浙江专线👉电信,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$浙江官方
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?$浙江官方
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$浙江官方
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$浙江官方
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?$浙江官方
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?$浙江官方
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$浙江官方
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$浙江官方
中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8?$浙江官方
之江记录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?$浙江官方
钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?$浙江官方

义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed

📡湖北频道👉电信,#genre#
湖北垄上,http://58.19.43.46:9901/tsfile/live/1015_1.m3u8?key=txiptv
湖北影视,http://58.19.43.46:9901/tsfile/live/1016_1.m3u8?key=txiptv
湖北经视,http://58.19.43.46:9901/tsfile/live/1017_1.m3u8?key=txiptv
荆州陇上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1735660799-0-0-73625822ff2c77aefa1589e94281edad
荆州综合,http://jingzhou-live21.cjyun.org:80/10085/s10085-jingzhou-tv01.m3u8?auth_key=1735660799-0-0-e0477d4b5bc584e7518a1bde13892cbe
荆门科教,https://jingmen-live21.cjyun.org:443/10101/s10101-jmjytv.m3u8?auth_key=1735660799-0-0-84d19fc5593f27dcf45ff7ea78ac74b5
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
武汉新闻,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8

📡北京频道👉电信,#genre#
北京IPTV淘电影,http://111.13.111.242:80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?accountinfo=~~V2.0~XOsrWMA-UCdUl1hQSR9EKw~KlErQUXVuBznNsk_8-4cGuvN4oWIYr277XxeOWBSJuska5xHKrAeI7I72_CIJ2tk:20230121144555,END&GuardEncType=2&fbl=$超清
北京影院,http://39.134.134.51/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226486/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ed6HjPoy_r3kKhTFRhXTPzg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京IPTV淘娱乐,http://39.134.135.126/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~x0efg9fpenP8E8lWJUb5Lg~Q8NsqL2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Zr0bk~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240802122114%2C162944%2C119.123.69.186%2C20240802122114%2C10000100000000050000000003887499%2C162944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266385_0%2CEND&GuardEncType=2&from=6&popid=6&hms_devid=3731&prioritypopid=6&vqe=3
北京IPTV淘剧场,http://39.134.135.81/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~QaJ92NID2SpQlY6_VJVogg~Q8NsqL2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Zr0bk~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240802122114%2C162944%2C119.123.69.186%2C20240802122114%2C10000100000000050000000003887497%2C162944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266383_0%2CEND&GuardEncType=2&from=6&popid=6&hms_devid=3729&prioritypopid=6&vqe=3
北京4K超高清,http://39.134.135.80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~Q8NsqL2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Zr0bk~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240802122114%2C162944%2C119.123.69.186%2C20240802122114%2C10000100000000050000000003887500%2C162944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266388_0%2CEND&GuardEncType=2&RTS=1729247386&from=6&ocs=2_39.135.238.65_80&popid=6&hms_devid=3771&prioritypopid=6&vqe=3
北京体育,http://39.134.135.82/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~eVAybrHg955d_IRT9e_uHQ~mLWY-QzDYXsJkNAKn1-dovWeB79V2zVBN-rY4mYJto4m9yeQDOdwgEuNxJAYqysGGQ9O-6YRGQ7HwCypA-Dp8oUoczUh-bqb1BhGngFvRaI~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240730213323%2C162944%2C116.76.9.82%2C20240730213323%2C10000100000000050000000003870779%2C162944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007251163_0%2CEND&GuardEncType=2&RTS=1729247053&from=6&popid=6&hms_devid=3779&prioritypopid=6&vqe=3
北京体育,http://39.134.135.82/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8?zoneoffset=480&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EeVAybrHg955d_IRT9e_uHQ%7EpK8OKM5JoJWWbLRyLfPcUMkwWZ90MzSI9S9PDltJsYzd0ZGcS3Tkh7syciNKJa-w60mDOdwtDyoNwCx9aRgzHNH9AUREV_qvNJtXHRPzYw0%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3D%3D%3A20221022013542%2C915973%2C119.123.71.209%2C20221022013542%2C10000100000000050000000003870779%2C915973%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007251163_0%2CEND&GuardEncType=2
北京体育,http://39.134.135.83/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8?zoneoffset=480&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EeVAybrHg955d_IRT9e_uHQ%7EpK8OKM5JoJWWbLRyLfPcUMkwWZ90MzSI9S9PDltJsYzd0ZGcS3Tkh7syciNKJa-w60mDOdwtDyoNwCx9aRgzHNH9AUREV_qvNJtXHRPzYw0%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3D%3D%3A20221022013542%2C915973%2C119.123.71.209%2C20221022013542%2C10000100000000050000000003870779%2C915973%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007251163_0%2CEND&GuardEncType=2

📡厦门频道👉电信,#genre#
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8
厦门一套,https://live1b.kxm.xmtv.cn/xm1bf/playlist.m3u8
厦门一套,https://live1b.kxm.xmtv.cn/xm1bf/tvzb/live.m3u8
厦门二套,https://live1b.kxm.xmtv.cn/xm2bf/playlist.m3u8
厦门二套,https://live1b.kxm.xmtv.cn/xm2bf/tvzb/live.m3u8
厦门六套,https://live1b.kxm.xmtv.cn/xmyidongbf_1b/playlist.m3u8
厦门六套,https://live1b.kxm.xmtv.cn/xmyidongbf_1b/tvzb/live.m3u8

📡江苏频道👉电信,#genre#
江苏城市,http://gxctcc-livod.ks-cdn.gitv.tv/gitv_live/G_JSCS/G_JSCS.m3u8
江苏影院,http://gxctcc-livod.ks-cdn.gitv.tv/gitv_live/G_JSYS/G_JSYS.m3u8
江苏综艺,http://gxctcc-livod.ks-cdn.gitv.tv/gitv_live/G_JSZY/G_JSZY.m3u8
江苏教育,http://gxctcc-livod.ks-cdn.gitv.tv/gitv_live/G_JSJY/G_JSJY.m3u8
江苏新闻,http://gxctcc-livod.ks-cdn.gitv.tv/gitv_live/G_JSGG/G_JSGG.m3u8
江苏体育休闲,http://gxctcc-livod.ks-cdn.gitv.tv/gitv_live/G_JSTY/G_JSTY.m3u8
江苏新闻广播,http://gxctcc-livod.ks-cdn.gitv.tv/gitv_live/R_XINWEN/R_XINWEN.m3u8
